id,artist,title,label,category,format,price,item_url,thumb_url
589,Head Return,Social Brutality EP,CHILDHOOD,techno,12inch,9.99,https://clone.nl//item60940.html,https://clone.nl/platen/artwork/large/plaatimage61039.jpg
590,Ismistik,Remain,Dark Groove Records,techno,3LP,13.49,https://clone.nl//item60933.html,https://clone.nl/platen/artwork/large/plaatimage60256.jpg
591,Ismistik,3rd Trace,Furthur Electronix,techno,12inch,13.49,https://clone.nl//item60932.html,https://clone.nl/platen/artwork/large/plaatimage60255.jpg
592,Ismistik,Bonus Bouncers EP,Furthur Electronix,techno,12inch,20.49,https://clone.nl//item60930.html,https://clone.nl/platen/artwork/large/plaatimage60253.jpg
593,Lausen,Glorius Box Dates,DPX Recordings,techno,2LP,27.99,https://clone.nl//item60927.html,https://clone.nl/platen/artwork/large/plaatimage60250.jpg
594,Fixmer,Invasion ,Touch Revolution,techno,12inch,13.99,https://clone.nl//item60913.html,https://clone.nl/platen/artwork/large/plaatimage60237.jpg
595,Bushwacka!,Listen up! Vol. 02 (1995 - 2005),Dancing With Strangers,techno,2x12inch,29.99,https://clone.nl//item60910.html,https://clone.nl/platen/artwork/large/plaatimage60234.jpg
596,Pierre Codarin / T. Jacques / Jack Michael / Phil Evans,Spaghetti Club 001,Exalt Records,techno,12inch,14.99,https://clone.nl//item60908.html,https://clone.nl/platen/artwork/large/plaatimage60232.jpg
597,Lone X KETTAMA,The Way You Feel,Exalt Records,techno,12inch,9.99,https://clone.nl//item60905.html,https://clone.nl/platen/artwork/large/plaatimage60229.jpg
598,Serial Error,Afro Gothic EP,Coastal Haze,techno,12inch,11.99,https://clone.nl//item60902.html,https://clone.nl/platen/artwork/large/plaatimage60227.jpg
599,Lostlojic,Imperfect,Yaxteq,techno,12inch,10.99,https://clone.nl//item60900.html,https://clone.nl/platen/artwork/large/plaatimage60225.jpg
600,Mark Archer / Luke Vibert,FRNDZNE04,Lobster Theremin,techno,12inch,18.99,https://clone.nl//item60891.html,https://clone.nl/platen/artwork/large/plaatimage60220.jpg
601,Trippsy,Saga 31 EP,Konsysttenzia,techno,12inch,23.99,https://clone.nl//item60889.html,https://clone.nl/platen/artwork/large/plaatimage60216.jpg
602,Mutant Volt,Shapeshifter EP,Twelve Comets,techno,12inch,10.99,https://clone.nl//item60887.html,https://clone.nl/platen/artwork/large/plaatimage60214.jpg
603,O-wells,Ebecs ,Ostgut Ton,techno,12inch,23.99,https://clone.nl//item60879.html,https://clone.nl/platen/artwork/large/plaatimage60206.jpg
604,DART,Hit and Run EP,Puzzlebox,techno,12inch,23.99,https://clone.nl//item60874.html,https://clone.nl/platen/artwork/large/plaatimage60202.jpg
605,Panic,Dialated Rhythms / Last Injection [official re-issue],Fxhe,techno,12inch,23.99,https://clone.nl//item60872.html,https://clone.nl/platen/artwork/large/plaatimage60200.jpg
606,Pfirter,Facing Dystopia EP,Delsin,techno,12inch,14.99,https://clone.nl//item60871.html,https://clone.nl/platen/artwork/large/plaatimage60198.jpg
607,Reflec,Remnants EP,GARMO,techno,12inch,23.99,https://clone.nl//item60869.html,https://clone.nl/platen/artwork/large/plaatimage60196.jpg
608,Various Artists,London White 007,Delsin,techno,12inch,14.99,https://clone.nl//item60865.html,https://clone.nl/platen/artwork/large/plaatimage60192.jpg
609,Nail presents Sentipede,Eggs EP,Delsin,techno,12inch,12.49,https://clone.nl//item60863.html,https://clone.nl/platen/artwork/large/plaatimage60190.jpg
610,Malin Genie,Vixere I/II ,Monnom Black,techno,12inch,10.99,https://clone.nl//item60861.html,https://clone.nl/platen/artwork/large/plaatimage60188.jpg
611,Soreab,Kraepelin Avenue EP,777 Recordings,techno,12inch,13.49,https://clone.nl//item60855.html,https://clone.nl/platen/artwork/large/plaatimage60180.jpg
612,Di'jital & Kid Ginseng,Audio Analysis Ep,Blundar,techno,EP,9.99,https://clone.nl//item60837.html,https://clone.nl/platen/artwork/large/plaatimage60183.jpg
613,Special Request,Spectral Frequency EP,AD 93,techno,12inch,13.99,https://clone.nl//item60832.html,https://clone.nl/platen/artwork/large/plaatimage60156.jpg
614,kecklip,unionmaide 4,Acido,techno,12inch,10.99,https://clone.nl//item60831.html,https://clone.nl/platen/artwork/large/plaatimage60155.jpg
615,Jackson Ryland,Stealth Mode EP,Mord,techno,12inch,11.99,https://clone.nl//item60825.html,https://clone.nl/platen/artwork/large/plaatimage60148.jpg
616,Unknown Artist,Artists Series,Mechatronica Music,techno,12inch,11.99,https://clone.nl//item60820.html,https://clone.nl/platen/artwork/large/plaatimage60143.jpg
617,Society of Silence,Too Many Daddies,From The Void Above,techno,12inch,10.99,https://clone.nl//item60809.html,https://clone.nl/platen/artwork/large/plaatimage60132.jpg
618,Axefield,Keep Talking ,Metamorphic,techno,12inch,11.49,https://clone.nl//item60797.html,https://clone.nl/platen/artwork/large/plaatimage60122.jpg
619,Pîrvu,TT EP,Suction,techno,12inch,11.49,https://clone.nl//item60791.html,https://clone.nl/platen/artwork/large/plaatimage60116.jpg
620,Anna Funk Damage,You Are A Hopeless Failure ,Musique Pour La Danse,techno,12inch,9.99,https://clone.nl//item60790.html,https://clone.nl/platen/artwork/large/plaatimage60115.jpg
621,Wheez-ie,ONLY HUMAN / WEAPONIZED,Gaia Tones,techno,10inch,12.99,https://clone.nl//item60786.html,https://clone.nl/platen/artwork/large/plaatimage60111.jpg
622,Thomas Brinkmann,Retrospektiv EP5,Planet-mu,techno,12inch,12.99,https://clone.nl//item60784.html,https://clone.nl/platen/artwork/large/plaatimage60109.jpg
623,Black Merlin,Kosua,Dark Entries,techno,2LP,22.99,https://clone.nl//item60783.html,https://clone.nl/platen/artwork/large/plaatimage60108.jpg
624,Metrist,Pollen Pt. II,Rotterdam Electronix,techno,12inch,13.99,https://clone.nl//item60782.html,https://clone.nl/platen/artwork/large/plaatimage60107.jpg
625,Lurka,Rhythm Hi-Tek,Northern Electronics,techno,12inch,13.49,https://clone.nl//item60781.html,https://clone.nl/platen/artwork/large/plaatimage60106.jpg
626,Alessandro Adriani & Cosimo Damiano,Neurodreamers,Trip,techno,12inch,13.49,https://clone.nl//item60773.html,https://clone.nl/platen/artwork/large/plaatimage60098.jpg
627,GEN-Y / G.F.,The Third Mind,Solar One Music,techno,12inch,23.99,https://clone.nl//item60772.html,https://clone.nl/platen/artwork/large/plaatimage60097.jpg
628,96 Back,143 Connections,Cultivated Electronics,techno,12inch,26.49,https://clone.nl//item60769.html,https://clone.nl/platen/artwork/large/plaatimage60094.jpg
629,ReQuest,Inner City Force-field,Likemind,techno,EP,9.99,https://clone.nl//item60762.html,https://clone.nl/platen/artwork/large/plaatimage60087.jpg
630,Dopplereffekt,Linear Accelerator,Mindri,techno,2LP,12.99,https://clone.nl//item60760.html,https://clone.nl/platen/artwork/large/plaatimage60085.jpg
631,Jamaica Suk,Dreams of a Distant Journey EP,Clone Classic Cuts,techno,12inch,32.99,https://clone.nl//item60758.html,https://clone.nl/platen/artwork/large/plaatimage60083.jpg
632,Ober Dada,Azteka Tekno,Clone Classic Cuts,techno,12inch,21.99,https://clone.nl//item60755.html,https://clone.nl/platen/artwork/large/plaatimage60080.jpg
633,Stephen Lopkin,Southside Engineering,Clone Classic Cuts,techno,12inch,12.49,https://clone.nl//item60739.html,https://clone.nl/platen/artwork/large/plaatimage60064.jpg
634,DJ Haus ,Return 2 The Source EP,Clone Classic Cuts,techno,12inch,24.49,https://clone.nl//item60737.html,https://clone.nl/platen/artwork/large/plaatimage60062.jpg
635,SW.,Bck To Ftr,Clone Classic Cuts,techno,12inch,30.99,https://clone.nl//item60721.html,https://clone.nl/platen/artwork/large/plaatimage60046.jpg
636,Angstlust,Animal Shelter EP,Clone Classic Cuts,techno,12inch,13.99,https://clone.nl//item60710.html,https://clone.nl/platen/artwork/large/plaatimage60036.jpg
637,Exhausted Modern,Year of the Rat,Clone Classic Cuts,techno,LP,17.99,https://clone.nl//item60706.html,https://clone.nl/platen/artwork/large/plaatimage60032.jpg
638,Haron,Taxa,Clone Classic Cuts,techno,12inch,17.99,https://clone.nl//item60690.html,https://clone.nl/platen/artwork/large/plaatimage60017.jpg
639,Ellen Allien,Auraa,Disco Inferno,techno,2x12inch,17.99,https://clone.nl//item60675.html,https://clone.nl/platen/artwork/large/plaatimage60003.jpg
640,Uforider,Ufotrackx II,Avoidance,techno,12inch,17.99,https://clone.nl//item60672.html,https://clone.nl/platen/artwork/large/plaatimage60000.jpg
641,Various Artists,Lost Canvas 004,Red Rec,techno,EP,17.99,https://clone.nl//item60671.html,https://clone.nl/platen/artwork/large/plaatimage59999.jpg
642,Kalter Ende ,Mujo Impermanence,Voitax,techno,12inch,12.99,https://clone.nl//item60667.html,https://clone.nl/platen/artwork/large/plaatimage59992.jpg
643,Harry Wills,2XYELLOW,Gaia Tones,techno,12inch,13.99,https://clone.nl//item60658.html,https://clone.nl/platen/artwork/large/plaatimage59975.jpg
644,Unknown Artist,Roche Edits 002,Rambadu,techno,12inch,19.99,https://clone.nl//item60648.html,https://clone.nl/platen/artwork/large/plaatimage59973.jpg
645,Marius,Arcadium Stories EP,Future Times,techno,12inch,14.99,https://clone.nl//item60644.html,https://clone.nl/platen/artwork/large/plaatimage59969.jpg
646,d_b / D. Carbone,Acid Avengers 009,Metamorph,techno,12inch,13.99,https://clone.nl//item60625.html,https://clone.nl/platen/artwork/large/plaatimage59950.jpg
647,Funeral Future,The Bright Light of Life 1,Voltage,techno,12inch,13.99,https://clone.nl//item60624.html,https://clone.nl/platen/artwork/large/plaatimage59949.jpg
648,Fractions,NITE NRG,Inguma Records,techno,12inch,9.99,https://clone.nl//item60621.html,https://clone.nl/platen/artwork/large/plaatimage59946.jpg
649,Kuno,Uppercut [silk-screen printed sleeve],Affute,techno,12inch,13.99,https://clone.nl//item60617.html,https://clone.nl/platen/artwork/large/plaatimage59942.jpg
650,Radio Slave,Radio Silence Part One,Omnidisc,techno,2x12inch,11.99,https://clone.nl//item60598.html,https://clone.nl/platen/artwork/large/plaatimage59925.jpg
651,Orbet & Sorv,Outbreak EP,Force inc.,techno,12inch,10.99,https://clone.nl//item60597.html,https://clone.nl/platen/artwork/large/plaatimage59928.jpg
652,Unit Moebius,Bunker 014,Force inc.,techno,LP,24.49,https://clone.nl//item60591.html,https://clone.nl/platen/artwork/large/plaatimage59920.jpg
653,The Exaltics & Heinrich Mueller,Dimensional Shifting,Gated,techno,2x12inch + Download,9.99,https://clone.nl//item60587.html,https://clone.nl/platen/artwork/large/plaatimage59917.jpg
654,John Beltran,The Season Series,Censor,techno,LP,9.99,https://clone.nl//item60572.html,https://clone.nl/platen/artwork/large/plaatimage59901.jpg
655,John Beltran,The Season Series,Concrete Cabin,techno,CD,17.99,https://clone.nl//item60571.html,https://clone.nl/platen/artwork/large/plaatimage59899.jpg
656,N.F.O. / Delta Rain Dance ,N.F.O. / DRD,Continually,techno,12inch,9.99,https://clone.nl//item60570.html,https://clone.nl/platen/artwork/large/plaatimage59898.jpg
657,Primal Code,Kalilas Tale,Rave Or Die,techno,12inch,13.49,https://clone.nl//item60565.html,https://clone.nl/platen/artwork/large/plaatimage59893.jpg
658,Various Artists,Divide & Rule,Slow Life,techno,2x12inch,10.99,https://clone.nl//item60564.html,https://clone.nl/platen/artwork/large/plaatimage59892.jpg
659,Ricco,Visitations LP,Bitta,techno,2LP,12.99,https://clone.nl//item60563.html,https://clone.nl/platen/artwork/large/plaatimage59891.jpg
660,Distance Dancer,Distance Dancer,Metroplex,techno,12inch,9.99,https://clone.nl//item60562.html,https://clone.nl/platen/artwork/large/plaatimage59890.jpg
661,Flower Crime,Kalte Fliesen,LIES,techno,12inch,18.99,https://clone.nl//item60560.html,https://clone.nl/platen/artwork/large/plaatimage59888.jpg
662,Omar S,Simply (Fuck Resident Advisor) LP,LIES,techno,2x12inch,23.99,https://clone.nl//item60559.html,https://clone.nl/platen/artwork/large/plaatimage59887.jpg
663,J. Albert,Pre Formal Audio,Eglo,techno,12inch,10.99,https://clone.nl//item60550.html,https://clone.nl/platen/artwork/large/plaatimage59879.jpg
664,A Sagittariun,Live From The Sea Of Tranquility ,Blueberry Records,techno,12inch,23.99,https://clone.nl//item60536.html,https://clone.nl/platen/artwork/large/plaatimage59862.jpg
665,Ike,INDEX:007,Berceuse Heroique,techno,12inch,23.99,https://clone.nl//item60531.html,https://clone.nl/platen/artwork/large/plaatimage59857.jpg
666,Gigi Galaxy,Reissue,Innate,techno,12inch,23.99,https://clone.nl//item60529.html,https://clone.nl/platen/artwork/large/plaatimage59855.jpg
667,Gary Martin ,Berlisque EP,Withhold,techno,12inch,14.99,https://clone.nl//item60528.html,https://clone.nl/platen/artwork/large/plaatimage59854.jpg
668,Levon Vincent,Drum Circle EP,Withhold,techno,12inch,23.99,https://clone.nl//item60526.html,https://clone.nl/platen/artwork/large/plaatimage59852.jpg
669,Regis,Hidden In This Is The Light That You Miss,Withhold,techno,2LP,14.99,https://clone.nl//item60524.html,https://clone.nl/platen/artwork/large/plaatimage59851.jpg
670,Boston 168,Vax Of Love,Withhold,techno,12inch,12.49,https://clone.nl//item60523.html,https://clone.nl/platen/artwork/large/plaatimage59849.jpg
671,Panasonic,Remix EP,Withhold,techno,12inch,10.99,https://clone.nl//item60519.html,https://clone.nl/platen/artwork/large/plaatimage59845.jpg
672,CiM,Series Two,Djuring Phonogram,techno,12inch,10.99,https://clone.nl//item60516.html,https://clone.nl/platen/artwork/large/plaatimage59842.jpg
673,R-Tyme,Use Me,Die Orakel,techno,12inch,13.99,https://clone.nl//item60514.html,https://clone.nl/platen/artwork/large/plaatimage59840.jpg
674,Various Artists,Electronic Mutations From Beyond,Tectonic,techno,2x12inch,13.99,https://clone.nl//item60511.html,https://clone.nl/platen/artwork/large/plaatimage59837.jpg
675,Carlota,The Bow,Novel Sound,techno,EP,15.49,https://clone.nl//item60509.html,https://clone.nl/platen/artwork/large/plaatimage59836.jpg
676,Various Artists,Time To Be Alive,Mystic and Quantum,techno,10inch,9.99,https://clone.nl//item60506.html,https://clone.nl/platen/artwork/large/plaatimage59831.jpg
677,Naone & S.O.N.S ,Separate Ways EP,Mystic and Quantum,techno,12inch,12.49,https://clone.nl//item60501.html,https://clone.nl/platen/artwork/large/plaatimage59825.jpg
678,Cyberdine Systems Corp aka DJ Haus & Alex Jann ,Cyber Attack EP ,Colours,techno,12inch,30.99,https://clone.nl//item60498.html,https://clone.nl/platen/artwork/large/plaatimage59822.jpg
679,Basic Rhythm & Parris ,Raw Basics (Vol.1),Mystic and Quantum,techno,12inch,31.99,https://clone.nl//item60497.html,https://clone.nl/platen/artwork/large/plaatimage59821.jpg
680,Galcher Lustwerk,Soul Control (Palms Trax Remix) ,Avian,techno,One sided 12,13.99,https://clone.nl//item60491.html,https://clone.nl/platen/artwork/large/plaatimage59815.jpg
681,Alex Neri,Peaceful Warriors,Unterwegs,techno,12inch,10.99,https://clone.nl//item60486.html,https://clone.nl/platen/artwork/large/plaatimage59810.jpg
682,Audition ,Intruders,Love International Recordings,techno,12inch,12.99,https://clone.nl//item60483.html,https://clone.nl/platen/artwork/large/plaatimage59865.jpg
683,Javier Marimon ,General Noise,ESHU Records,techno,EP,13.99,https://clone.nl//item60482.html,https://clone.nl/platen/artwork/large/plaatimage59866.jpg
684,Octaedre,Nocturnal Mood Series vol.3,ESHU Records,techno,12inch,28.99,https://clone.nl//item60481.html,https://clone.nl/platen/artwork/large/plaatimage59867.jpg
685,Type-303,Ugly Truth EP,ESHU Records,techno,12inch,24.99,https://clone.nl//item60476.html,https://clone.nl/platen/artwork/large/plaatimage59805.jpg
686,DJ Physical,Cold Blood EP,Vault Wax,techno,12inch,31.99,https://clone.nl//item60474.html,https://clone.nl/platen/artwork/large/plaatimage59804.jpg
687,The Beneficiaries ,The Crystal City Is Alive,Hobbes Music,techno,2LP,10.49,https://clone.nl//item60473.html,https://clone.nl/platen/artwork/large/plaatimage59834.jpg
688,Corporeal Face,Somewhere Out There EP,Clone - Dub Recordings,techno,12inch,10.99,https://clone.nl//item60465.html,https://clone.nl/platen/artwork/large/plaatimage59795.jpg
689,Jack Smooth,pH Scales,Time Zero,techno,12inch,10.99,https://clone.nl//item60464.html,https://clone.nl/platen/artwork/large/plaatimage59796.jpg
690,Steve Marie,HO!  ,Kontra Musik,techno,12inch,15.99,https://clone.nl//item60458.html,https://clone.nl/platen/artwork/large/plaatimage59789.jpg
691,Master Flashhh,Enigma EP,Solar One Music,techno,12inch,10.49,https://clone.nl//item60457.html,https://clone.nl/platen/artwork/large/plaatimage59788.jpg
692,Stakker,Eurotechno,Cultivated Electronics,techno,LP,10.99,https://clone.nl//item60452.html,https://clone.nl/platen/artwork/large/plaatimage59783.jpg
693,Jay Daniel ,SSD EP,Likemind,techno,12inch,21.99,https://clone.nl//item60444.html,https://clone.nl/platen/artwork/large/plaatimage59775.jpg
694,Norwell,In Between EP,Mindri,techno,12inch,14.99,https://clone.nl//item60442.html,https://clone.nl/platen/artwork/large/plaatimage59773.jpg
695,Various Artists,COURTOISY 01,Clone Classic Cuts,techno,12inch,35.99,https://clone.nl//item60440.html,https://clone.nl/platen/artwork/large/plaatimage59771.jpg
696,Giraffi Dog / Your Planet Is Next,The Temple Of Magatao / UFO,Clone Classic Cuts,techno,7inch,20.99,https://clone.nl//item60439.html,https://clone.nl/platen/artwork/large/plaatimage59770.jpg
697,Interstellar Funk & Robert Valera,Devils Juice,Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item60438.html,https://clone.nl/platen/artwork/large/plaatimage59769.jpg
698,Hiele,Stadspark,Clone Classic Cuts,techno,LP,10.99,https://clone.nl//item60435.html,https://clone.nl/platen/artwork/large/plaatimage59766.jpg
699,Populist (aka Daniel Miller & Nicolas Bougaïeff) ,Ttatltd001 ,Clone Classic Cuts,techno,12inch,9.99,https://clone.nl//item60430.html,https://clone.nl/platen/artwork/large/plaatimage59761.jpg
700,Sarin ,Moral Cleansing Remixed ,Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item60427.html,https://clone.nl/platen/artwork/large/plaatimage59758.jpg
701,Luxus Varta,Addictive Synthesis,Clone Classic Cuts,techno,12inch,8.99,https://clone.nl//item60422.html,https://clone.nl/platen/artwork/large/plaatimage59753.jpg
702,Various Artists,Paco Tyson  1,Clone Classic Cuts,techno,12inch,11.49,https://clone.nl//item60417.html,https://clone.nl/platen/artwork/large/plaatimage59744.jpg
